D_HDN	D_MFI	VPCT	VPPD_Nor	VPPD_Cen	VPPD_Sur	VPPD_Tot	CMg_Nor	CMg_Cen	CMg_Sur	Capital	Dem_Tot	Ccapital	
59.0137	4	231.439	299.906	550.839	210.853	1061.89	28.8399	15.5599	18.4666	74	8118	100	
199	20	15259	31952	7141	80717.7	119847	1564	166.333	3634.31	74	12205	100	
375.853	34	2059.67	16980.3	9637	1074	27692	1310.67	164	77	74	12205	100	
32.3519	2	237.348	300.86	552.611	210.441	1065.35	28.9308	15.6054	18.5575	74	8118	100	
22	13	8137.41	31024.8	5784	31870.9	69056.3	1518.44	134.667	1434.85	74	12205	100	
335.079	22	1412.31	11144.1	6060.92	615.589	17831.7	859.912	103.09	44.4267	74	12205	100	
70.6802	11.3503	3828.88	9715.56	2579.15	17982.9	31121.6	498.2	59.6474	817.006	74	10868	100	
89.9947	11.337	1584.47	8578.1	2445.88	2222.24	16281.9	473.443	53.0249	109.058	74	11041	100	
230.631	17.3287	1187.07	8711.84	3761.88	465.127	14061.1	598.99	69.0062	32.1605	74	11670	100	
242.423	18.0068	1007.11	7299.97	3878.92	475.429	12028.6	547.236	70.1128	35.4944	74	11270	100	
180.438	16.092	1482.83	10115.4	3739.83	549.739	17510.7	633.578	71.2256	34.584	74	11740	100	
104.593	7.8369	465.53	2923.79	1788.18	274.919	5052.17	237.129	37.3096	26.2021	74	8690	100	
34.4006	4.67652	1264.78	4670.61	1294.33	4163.36	10331.4	242.769	32.3199	195.339	74	9340	100	
86.7772	10.4063	3315.91	8001.28	2286.36	15931.1	26653	417.528	53.236	725.122	74	10380	100	
41.0048	6.06184	1624.39	5974.16	1550.88	5619.42	13614.3	309.557	37.7033	260.864	74	9790	100	
45.4228	4.58888	772.176	3491.88	1152.52	1445.39	6582.72	190.585	28.4318	73.8712	74	9180	100	
60.6423	3.93304	298.391	1026.02	881.266	230.754	2156.85	84.8053	20.8923	19.9514	74	8640	100	
143.248	12.8946	1078.59	4679.34	2488.59	2935.01	10243.9	330.07	49.0328	144.139	74	10010	100	
134.579	13.7799	1629.54	6689.35	2686.71	4985.46	15185.4	421.535	55.3015	236.052	74	10690	100	
76.7757	6.76391	669.19	3965.41	1462.18	332.173	6748.45	228.425	33.2176	24.689	74	9760	100	
22	13	8137.41	31024.8	5784	31870.9	69056.3	1518.44	134.667	1434.85	74	12205	100	
343.212	22	1211.11	9621.52	5121.96	461.842	15259.2	742.421	87.2166	33.155	74	12205	100	
186.496	15.6336	963.696	6439.26	3034.32	471.24	10942.8	446.266	58.7834	34.7524	74	10909	100	
134.617	12.5688	1058.19	6957.02	2493.19	445.185	11616.9	413.708	51.4296	30.6424	74	11020	100	
114.301	15.4147	3463.11	12437	4199.47	11002	34093.4	737.264	84.1571	502.355	74	11700	100	
65.3962	13.1417	4445.16	12893.1	3670.56	18216.9	39623.5	704.297	78.5355	825.563	74	11489	100	
241.368	16.3211	825.021	6171.49	3104.2	398.793	10045.8	460.193	56.884	29.5308	74	11270	100	
106.701	8.38112	488.183	3023.04	1880.59	281.659	5237.96	244.785	38.8489	26.6805	74	8690	100	
34.103	4.70649	1384.79	4686.38	1299.09	4992.3	11195.2	243.539	32.4098	232.628	74	9340	100	
38.5242	4.01916	1637.08	3721.01	1137.02	7543.39	12473.1	197.101	30.0853	348.711	74	8510	100	
84.5018	6.21668	498.786	2728.84	1338.94	290.841	4851.7	178.56	29.5421	22.9833	74	9480	100	
83.0621	9.46122	1064.67	6693.4	1899.96	615.666	10883	363.945	43.0612	37.5034	74	10580	100	
81.1362	8.04327	842.312	5252.24	1683.74	374.659	8645.91	293.096	38.0708	26.6665	74	10170	100	
181.879	13.4988	762.865	5211.53	2342.13	385.222	8714.75	351.567	46.3758	28.3203	74	10909	100	
192.775	12.9816	588.393	3965.52	2145.83	341.226	6700.56	298.022	41.6653	26.5251	74	10650	100	
43.4241	12.5197	5813.49	20318.7	4359.03	23581.8	50297.4	1024.38	99.2179	1064.83	74	11680	100	
228.661	18.2658	1424.59	9840.32	4550.26	657.095	19061	686.033	82.8782	41.9415	74	11670	100	
170.319	11.2125	520.422	3668.85	2082.33	316.817	6177.83	289.694	40.9371	26.9138	74	10017	100	
179.629	16.122	1503.53	10214.7	3787.76	573.746	18149.6	641.233	72.0739	35.6064	74	11740	100	
50.3542	4.01378	433.65	2053.93	935.598	264.542	3654.38	122.841	23.2143	21.0901	74	8860	100	
41.3408	6.03187	1504.38	5958.39	1546.12	4790.48	12750.5	308.787	37.6134	223.574	74	9790	100	
45.0959	4.61885	892.184	3507.65	1157.29	2274.33	7446.52	191.355	28.5217	111.161	74	9180	100	
115.658	9.64157	696.37	4440.21	1819.43	353.966	7555.39	275.679	38.5553	26.2548	74	10290	100	
96.5296	12.0266	2555.94	7530.28	2484.54	10870.1	21568.2	426.405	54.6206	498.955	74	10580	100	
111.453	11.296	2177.85	6270.45	2344.17	9370.82	18291.3	370.512	50.5715	431.72	74	10170	100	
29.7845	12.6293	6052.42	30767.1	5566.39	18291.9	54941.9	1505.83	129.517	823.399	74	12205	100	
137.896	14.51	1975.96	8085.51	3063.69	5783.29	19044	500.751	62.4515	271.225	74	11020	100	
117.632	14.3919	2092.4	11692.5	3616.32	1581.4	24271.9	681.893	72.0669	78.4084	74	11700	100	
65.8882	11.834	3074.45	12713.8	3293.88	8762.39	29802	695.546	69.8636	399.828	74	11489	100	
42.2983	11.4761	4441.66	20139.4	4090.5	14127.3	40475.9	1015.62	92.8617	639.092	74	11680	100	
51.9705	9.34972	2337.61	9520.5	2221.04	7697.86	20436.4	488.679	52.1156	353.873	74	10868	100	
119.198	8.86026	566.898	3550.85	1730.75	321.671	6108.39	243.027	35.8709	25.1266	74	10010	100	
84.1526	6.18671	503.904	2828.1	1385.73	297.582	5011.43	186.216	30.368	23.4618	74	9480	100	
127.956	11.3001	843.349	5560.87	2100.2	403.842	9379.61	334.492	44.2588	28.7969	74	10690	100	
128.291	12.8033	1443.56	5667.94	2535.25	4641.47	13273	370.378	51.4857	220.492	74	10290	100	
82.4028	9.49119	1185.23	6709.17	1946.15	1443.02	11746.8	364.715	43.9039	74.7199	74	10580	100	
335.079	22	1412.31	11144.1	6060.92	615.589	17831.7	859.912	103.09	44.4267	74	12205	100	
181.07	13.4988	769.597	5310.78	2390.04	391.963	8876.62	359.223	47.2241	28.8091	74	10909	100	
191.677	12.9816	594.11	4064.77	2193.74	347.966	6862.43	305.678	42.5136	27.0139	74	10650	100	
110.955	7.25176	428.456	2635.82	1608.01	282.607	4604.33	210.049	33.1464	24.3769	74	9350	100	
90.7735	11.3071	1463.91	8562.33	2399.69	1394.89	15418.1	472.673	52.1766	71.8418	74	11041	100	
190.968	16.9829	714.284	4797.33	2965.63	393.453	8192.83	376.737	55.6835	32.4234	74	10017	100	
60.2932	3.90308	303.508	1125.27	928.06	237.494	2316.57	92.4608	21.7182	20.4299	74	8640	100	
51.0214	7.939	1825.26	7658.17	1877.06	5652	15967.7	395.795	44.5854	262.349	74	10380	100	
111.13	7.26803	423.338	2536.57	1561.22	275.867	4444.6	202.393	32.3205	23.8985	74	9350	100	
170.82	11.2125	515.137	3569.6	2035.34	310.077	6017.79	282.039	40.1001	26.4354	74	10017	100	
29.1552	12.6593	6173.38	30782.9	5571.16	19123.4	55805.7	1506.6	129.637	860.843	74	12205	100	
135.426	12.5389	1037.04	6857.77	2445.29	438.445	11435.9	406.052	50.5814	30.1401	74	11020	100	
176.537	17.0907	2374.76	11343.2	4491.31	4131.17	26670.1	728.277	85.2535	195.483	74	11740	100	
80.6255	8.07324	864.965	5268.01	1729.93	381.4	8831.7	293.866	38.8967	27.1544	74	10170	100	
50.0273	4.04374	456.303	2069.7	978.466	271.282	3840.17	123.611	23.9812	21.5686	74	8860	100	
50.3921	7.96897	1945.35	7673.94	1881.83	6480.93	16831.5	396.565	44.6753	299.638	74	10380	100	
119.372	8.86026	561.781	3451.6	1683.95	314.931	5948.67	235.372	35.045	24.6482	74	10010	100	
42.9276	11.4462	4321.1	20123.7	4085.74	13295.7	39612.1	1014.85	92.7419	601.649	74	11680	100	
76.4488	6.79387	691.844	3982.98	1508.38	338.913	6934.24	229.344	34.0435	25.1675	74	9760	100	
66.5193	11.804	2953.89	12698.1	3289.11	7931.57	28938.2	694.776	69.7737	362.421	74	11489	100	
243.091	16.3211	818.278	6072.23	3056.28	392.053	9883.89	452.538	56.0357	29.0419	74	11270	100	
30.9562	3.73436	1517.07	3705.24	1090.83	6714.45	11609.3	196.331	28.9969	311.411	74	8510	100	
118.441	14.362	1971.84	11676.8	3570.13	754.436	23408.1	681.123	71.2186	41.1919	74	11700	100	
200.684	15.9556	744.211	5193.25	2903.54	424.602	8802.24	392.721	54.7205	32.7266	74	10650	100	
93.1486	13.2498	2955.18	9291.28	2982.06	11647.9	26103.4	526.231	63.8363	533.253	74	11041	100	
345.157	22	1194.97	9522.27	5060.05	455.101	15091.6	734.766	86.1765	32.6661	74	12205	100	
172.057	11.2188	506.152	3400.87	1955.46	298.619	5745.71	269.024	38.677	25.622	74	10017	100	
61.1205	5.82175	2164.84	4788.88	1485.15	10388.6	16809.9	248.542	36.5635	475.5	74	9340	100	
114.848	9.64157	702.086	4539.46	1866.22	360.707	7717.26	283.335	39.3812	26.7427	74	10290	100	
236.6	16.3586	944.297	7005.19	3611.96	455.41	11491.4	524.5	65.7299	33.8262	74	11270	100	
51.3412	9.37969	2458.17	9536.27	2225.8	8528.49	21300.2	489.448	52.2055	391.271	74	10868	100	
33.3888	4.77841	1672.81	4724.23	1310.53	6981.75	13268.3	245.387	32.6256	322.123	74	9340	100	
206.755	17.9521	1699.74	11593.6	4523.49	708.446	22636.8	756.693	84.3583	41.5728	74	12010	100	
82.5021	6.42593	396.795	1997.91	1412.17	280.687	3724.57	159.469	29.7156	23.3898	74	9000	100	
115.986	13.0789	4266.5	9981.8	2751.11	21001.3	34257.2	518.233	63.5985	952.926	74	10868	100	
117.003	7.46581	389.563	1881.51	1252.38	231.382	3390.45	151.867	26.8697	20.7406	74	9350	100	
228.042	17.3287	1253.18	9029.44	3915.23	487.046	14640	623.488	71.7383	33.768	74	11670	100	
307.965	19.264	941.582	7196.64	3709.89	388.559	11446.3	554.675	64.9538	28.4708	74	11727	100	
128.765	11.2845	834.428	5461.62	2052.3	397.102	9214.85	326.837	43.4105	28.308	74	10690	100	
187.488	13.4988	736.51	4774.82	2131.34	355.566	8002.5	317.883	42.6434	26.1692	74	10909	100	
137.287	12.521	997.272	6728.64	2337.14	422.942	11030.3	396.622	48.6303	28.9847	74	11020	100	
194.033	14.2531	694.085	4958.03	2690.51	408.628	8373.51	374.577	51.223	31.4219	74	10650	100	
289.112	18.4268	907.229	6891.51	3531.07	390.541	11025.9	526.756	62.5428	28.6643	74	11597	100	
183.433	14.9619	660.596	4562.11	2746.6	377.479	7752.51	358.594	52.037	31.2331	74	10017	100	
118.674	8.88724	588.62	3848.61	1871.13	341.892	6597.02	265.994	38.3486	26.562	74	10010	100	
149.118	16.2184	2341.24	8386.24	3336.05	8291.97	21661.3	523.947	66.923	384.095	74	11020	100	
145.074	16.6292	8376.85	20880.8	5026.59	41068.6	68480.1	1054.96	113.951	1854.58	74	11680	100	
307.354	20.3553	1239.36	9255.37	4141.13	419.958	14671.1	656.761	73.0395	28.5369	74	12140	100	
186.265	16.0913	1349.39	9789.79	3434.97	465.351	15293.3	610.168	65.7119	30.1361	74	11740	100	
201.654	14.1061	897.664	5605.73	2157.95	316.764	8095.94	354.871	43.9453	22.4774	74	11050	100	
113.748	9.78552	802.815	5045.64	2105.59	395.081	8638.09	322.378	43.6431	29.2329	74	10290	100	
181.389	14.4542	917.8	6223.89	2839.26	453.972	10480.2	429.653	55.581	33.454	74	10909	100	
94.8257	12.3165	1641.83	10332.2	2908.15	607.614	18639.1	581.137	60.969	35.1772	74	11340	100	
123.296	14.19	1627.77	11582.1	3470.98	584.166	19246	676.505	69.3874	33.8795	74	11700	100	
61.8607	12.0258	3846	12814.7	3440.99	14084.2	35330.4	700.472	73.126	639.468	74	11489	100	
250.172	19.2493	1496.73	10523.5	4983.78	684.476	20202.2	745.473	89.1825	43.7372	74	11870	100	
221.299	22.7409	3415.15	14418.2	5766.7	11308.4	34124.7	965.76	111.326	524.101	74	11740	100	
51.2197	4.34072	690.683	2251.78	1081.15	1844.65	5534.13	137.461	25.8338	92.399	74	8860	100	
87.7426	9.33774	944.134	6595.63	1849.84	385.008	9647.82	359.173	42.1299	25.9827	74	10580	100	
122.061	7.5647	378.088	1603.18	1121.8	212.246	2943.48	130.422	24.5783	19.4412	74	9350	100	
247.093	17.3287	1091.96	7749.1	3297.07	399.747	12445	524.732	60.7781	27.4003	74	11670	100	
176.393	16.2418	1588.13	10611.7	3979.44	669.871	20705.3	671.855	75.7672	39.7211	74	11740	100	
57.7216	4.6715	450.172	2013.1	933.08	242.258	3198.53	121.199	23.3177	20.1682	74	8860	100	
61.9178	8.05994	1027.23	7484.58	1828.69	364.448	9686.9	387.46	43.7257	23.8494	74	10380	100	
44.5443	5.88203	904.346	5879.55	1522.29	645.795	8431.5	304.938	37.1639	37.1273	74	9790	100	
46.6977	4.50235	577.815	3438.27	1136.32	283.939	5038.13	187.968	28.1261	21.2705	74	9180	100	
76.8508	5.39154	355.767	805.846	799.325	210.379	1833.01	68.3713	19.9818	20.0746	74	8640	100	
137.54	15.3512	4670.21	12253.3	3729.72	21668.3	39485.7	684.97	80.5785	983.603	74	11220	100	
75.3049	6.89876	950.573	4330.36	1672.16	1877.97	8834.21	256.138	36.9341	94.6917	74	9760	100	
178.544	13.6152	877.614	6035.31	2739.76	441.166	10136.5	415.108	53.4349	32.4314	74	10909	100	
43.8984	9.99098	3324.81	11446.3	2698.71	12660.7	29066.3	596.829	61.0573	575.864	74	11110	100	
87.4607	11.4389	1994.36	8631.71	2602.92	5035.25	19218.9	476.06	55.909	235.595	74	11041	100	
257.401	17.3287	1061.67	7545.48	3108.66	364.024	11587.1	510.75	57.36	24.8093	74	11670	100	
98.4046	13.1882	1704.26	12749.4	3549.63	573.431	19613.1	723.513	72.5292	32.0232	74	11710	100	
14.5919	5.73899	2594.92	7954.96	1720.09	11176	21037	408.358	44.932	512.754	74	8780	100	
46.1347	4.95341	1276.21	3558.11	1278.52	4926.93	10210.7	193.818	30.7569	230.487	74	9180	100	
61.2359	3.98399	289.691	857.288	801.717	219.296	1885.32	71.7909	19.4883	19.138	74	8640	100	
126.428	9.03525	528.005	2896.67	1377.59	270.446	4894.51	193.104	29.6253	21.4903	74	10010	100	
82.6526	7.97435	795.341	5215.97	1617.69	359.157	8226.22	291.326	36.8853	25.5506	74	10170	100	
355.854	22	1133.24	8976.39	4724.84	418.031	14169.2	692.66	80.4557	29.9773	74	12205	100	
205.418	13.6472	681.632	4304.72	1847.34	290.86	6448.51	284.205	37.5386	21.477	74	10909	100	
202.832	19.1571	2775.24	9212.41	3768.07	11290	24771	587.735	75.3581	520.334	74	11020	100	
196.73	12.9816	575.245	3737.24	2035.65	325.724	6328.25	280.415	39.7143	25.4007	74	10650	100	
94.8191	11.1572	1202.86	8483.48	2361.02	447.905	12644.4	468.824	51.4555	29.0589	74	11041	100	
256.912	21.7864	1105.04	8033.55	4356.4	559.869	14206.1	603.856	78.5468	40.4013	74	11270	100	
174.109	11.2278	497.695	3242.07	1880.28	287.834	5489.64	256.775	37.3377	24.8564	74	10017	100	
242.716	23.8837	3584.17	14974.1	6025.18	12476.6	35334.1	1008.69	120.058	577.804	74	11740	100	
65.6779	5.36613	484.324	2022.01	949.339	240.241	3229.49	122.201	23.9348	20.8414	74	8860	100	
53.4556	6.51397	865.4	5839.24	1520.84	325.144	7700.22	303.376	37.3286	22.8194	74	9790	100	
51.3182	4.86048	588.115	3420.26	1135.16	273.877	4837.79	187.217	28.1388	20.9026	74	9180	100	
65.9862	4.48259	311.162	794.21	778.089	213.015	1792.57	67.0622	19.1758	19.1953	74	8640	100	
125.899	11.444	944.87	6037.27	2330.15	436.195	10247.9	371.239	48.3305	31.1991	74	10690	100	
89.0572	8.1808	757.983	5100.86	1582.91	309.954	7060.26	285.707	36.2291	22.0577	74	10170	100	
80.4067	6.85974	631.351	3878.68	1364.8	295.102	5855.58	224.192	31.4588	22.0574	74	9760	100	
338.934	22	1246.77	9839.88	5258.17	482.537	15628.2	759.263	89.505	34.6821	74	12205	100	
184.133	13.4988	748.515	4983.25	2231.95	369.72	8342.44	333.959	44.4248	27.1959	74	10909	100	
164.28	13.1073	1014.02	6554.67	2193.84	340.921	9107.55	389.064	46.3568	23.268	74	11020	100	
77.9654	11.4766	1602.8	12461.5	3217.64	501.647	17133	683.23	68.4252	28.5081	74	11489	100	
202.36	12.9816	556.952	3419.64	1882.35	304.155	5810.25	255.917	36.9999	23.85	74	10650	100	
113.562	7.3849	403.38	2149.49	1378.72	249.581	3821.69	172.537	29.0996	22.0325	74	9350	100	
163.216	16.4021	3645.96	10094.5	3487.67	16414.8	31053	588.218	73.0913	748.526	74	11041	100	
197.493	11.5923	452.68	2221.83	1400.36	218.142	3849.24	178.72	28.9535	20.0595	74	10017	100	
18.1482	0.975032	218.914	366.085	481.952	144.57	994.731	46.2412	16.8872	19.0762	74	5970	100	
244.558	24.2155	3932.41	16130.2	6344.24	14025.8	38518.6	1079.61	127.423	647.823	74	11850	100	
76.5167	4.82543	319.106	1250.52	913.834	181.181	2358.62	108.597	22.6757	19.8285	74	8130	100	
58.2116	3.97773	309.214	641.716	652.905	174.752	1471.47	63.4379	19.1057	19.8793	74	7640	100	
105.168	6.7454	385.445	2030.53	1278.51	214.257	3564.1	168.23	28.5319	21.8958	74	8690	100	
52.5613	5.93628	815.07	4612.95	1323.31	297.291	6265.21	241.531	33.3492	22.7779	74	9340	100	
52.4381	4.15964	426.458	2008.06	923.824	243.782	3180.75	120.664	23.0091	19.7853	74	8860	100	
39.9037	6.17271	2068.42	6032.51	1604.93	8689.31	16810.4	312.404	38.683	399.003	74	9790	100	
25.6817	3.08389	545.734	3087.59	916.113	223.426	4231.61	170.214	26.6189	21.049	74	7790	100	
46.7395	3.399	299.276	420.503	593.756	189.695	1215.36	41.6371	17.3821	19.7238	74	7860	100	
95.9072	7.70085	678.679	3419.13	1322.31	266.809	5037.47	202.439	30.8678	21.7506	74	9610	100	
82.4528	5.86988	419.698	823.531	831.748	211.059	1895.61	70.2096	20.7657	20.5856	74	8640	100	
138.596	9.44	531.366	2858.95	1370.88	252.244	4492.55	191.42	29.5574	20.5005	74	10010	100	
84.5544	6.49551	575.92	3225.1	1572.91	324.542	5726.94	216.838	33.727	25.3757	74	9480	100	
80.6976	9.60207	1631.28	6769.02	2117.09	4504.25	14942.8	367.687	47.0287	212.442	74	10580	100	
333.47	22	1312.58	10217	5493.45	527.961	16265.4	788.354	93.4575	38.0646	74	12205	100	
202.867	19.3632	1476.09	6898.8	3450.5	3798.02	14826	481.711	65.6161	184.4	74	10909	100	
147.051	12.5488	943.794	6591.45	2173.75	364.303	9621.99	389.926	45.616	24.7284	74	11020	100	
115.043	14.4878	2478.17	11743	3764.13	4228.16	27036.1	684.356	74.8377	197.501	74	11700	100	
71.2545	11.5943	2110	12587.7	3255.76	2140.08	22891.6	689.388	69.1444	101.863	74	11489	100	
190.248	12.9884	632.816	4660.28	2481.18	388.407	7833.68	351.611	47.6032	29.9472	74	10650	100	
43.4168	2.74077	272.746	927.007	747.579	166.736	1857.21	87.71	20.84	20.0937	74	6830	100	
29.3645	2.05664	254.66	263.415	473.537	165.959	903.021	33.9306	16.3973	19.3648	74	7060	100	
25.705	1.75009	253.336	242.76	455.517	159.542	857.51	35.337	16.4694	19.6046	74	6540	100	
159.039	9.17004	548.523	1648.86	1205.61	211.278	3104.67	135.889	26.9803	21.0471	74	9350	100	
33.0987	2.0581	262.175	403.645	518.798	155.239	1078.45	49.5373	17.5674	19.6793	74	6360	100	
41.517	3.11885	303.342	275.825	496.765	174.868	947.248	37.7488	17.1971	20.4856	74	7060	100	
30.9329	2.1598	272.113	247.546	464.476	162.978	874.569	36.8097	16.7779	20.0369	74	6540	100	
59.9115	3.85883	308.266	766.092	691.616	164.854	1625.03	76.3094	19.9987	19.9414	74	7120	100	
217.717	12.5023	588.25	2257.85	1466.46	218.991	3976.24	182.642	30.7966	21.0121	74	10017	100	
34.2111	3.21481	429.96	1615.94	693.102	198.722	2509.52	101.71	21.846	21.0687	74	7270	100	
24.1365	1.36934	239.106	353.936	483.771	147.229	985.74	46.5399	17.0888	19.4041	74	5970	100	
93.1038	6.11997	369.573	1129.03	875.02	180.737	2189.06	102.475	22.5557	20.4357	74	8130	100	
65.5155	4.63024	339.687	649.505	667.47	180.225	1499.21	65.7875	19.6031	20.5678	74	7640	100	
70.5936	4.6567	330.473	875.188	749.245	171.148	1798.35	84.0331	20.8021	20.1513	74	7490	100	
79.3631	6.52574	676.865	2075.72	1047.89	243.701	3419.37	127.338	26.4293	22.1071	74	8860	100	
46.5349	5.13393	734.079	3621.69	1108.04	260.047	5017.53	195.999	29.9958	22.6636	74	8510	100	
34.0273	3.90331	583.288	3097.16	934.031	230.299	4265.73	173.159	27.2358	21.9083	74	7790	100	
61.4574	4.70401	435.449	457.877	662.238	199.518	1347.36	46.4536	19.1504	21.072	74	7860	100	
123.148	8.42662	702.54	2492.1	1274.63	245.312	4064.6	163.344	29.5303	21.9954	74	9480	100	
161.364	11.2815	857.173	4070.12	1645.86	283.281	6042.04	251.569	36.4591	22.656	74	10290	100	
110.209	10.7238	1119.71	6553.48	1918.85	346.382	8856.08	359.573	44.2769	24.3451	74	10580	100	
110.823	9.70284	974.812	5151.28	1686.24	307.963	7191.75	290.872	39.0919	23.5157	74	10170	100	
243.898	14.3132	723.536	2871.28	1675.31	258.458	4839.34	215.118	34.2477	21.5875	74	10650	100	
53.615	3.30959	291.112	739.573	669.682	158.662	1570.48	74.9038	19.7017	19.7065	74	6830	100	
59.8317	11.4074	2441.47	19855.6	4033.21	642.119	24555.4	1002.62	91.9003	32.9874	74	11680	100	
73.4739	10.1176	1413.93	9350.07	2242.02	415.37	12042	482.534	53.3086	26.5084	74	10868	100	
274.934	17.7869	1116.91	7499.41	3123.74	337.182	10986.8	509.372	57.9635	23.0569	74	11670	100	
216.189	16.4896	1335.57	9617.04	3366.05	385.297	13395.3	602.492	64.7123	24.4819	74	11740	100	
74.7456	9.13137	1228.06	7537.54	1925.88	367.829	9873.62	392.494	46.3903	25.2435	74	10380	100	
72.9522	6.77302	818.148	3483.69	1251.45	272.504	5061.34	193.44	31.3499	22.8607	74	9180	100	
169.177	10.74	736.959	2914.78	1473.3	252.271	4689.38	196.781	32.3668	21.9797	74	10010	100	
171.084	12.5819	964.053	5116.61	1851.59	312.989	7316	305.834	40.6459	23.2267	74	10690	100	
106.926	8.74247	847.244	3902.87	1465.72	276.211	5697.48	228.305	34.3334	22.8132	74	9760	100	
174.392	13.5358	1097.61	6576.21	2233.38	341.849	9183.5	391.109	47.4477	23.7986	74	11020	100	
146.445	14.6225	1532.5	11406.3	3445.22	430.054	15309.7	668.743	69.2026	25.8697	74	11700	100	
87.2009	12.0717	1670.71	12453	3253.88	470.167	16201.4	683.978	69.5357	27.8532	74	11489	100	
91.0919	6.56564	542.729	857.92	894.853	215.793	2017.13	73.4823	22.382	21.3541	74	8640	100	
117.403	12.1382	1287.65	8371.11	2390.17	384.217	11178.3	465.232	52.6993	25.0745	74	11041	100	
134.813	7.87669	409.253	1535.71	1061.11	185.33	2790.22	132.977	25.1668	20.4623	74	8690	100	
60.5978	6.622	938.128	4647.42	1386.57	298.775	6386.74	244.804	35.0896	23.5767	74	9340	100	
66.4949	7.65683	1060.21	5893.04	1619.57	323.822	7890.1	308.512	39.9657	24.2555	74	9790	100	
228.527	14.6087	872.34	4350.13	1931.32	292.833	6606.2	288.529	39.8958	22.4215	74	10909	100	
290.397	17.1218	864.287	4687.92	2413.12	286.013	7415.79	347.242	45.2493	21.798	74	11270	100	
66.9666	8.51708	1108.71	7506.65	1869.2	362.045	9764.75	389.562	44.8267	24.3039	74	10380	100	
107.644	11.4811	1159.47	8338.07	2329.53	382.801	11061.8	462.095	51.0266	24.4044	74	11041	100	
236.482	13.999	662.236	2855.48	1646.31	255.311	4783.64	213.618	33.4477	21.181	74	10650	100	
75.1844	6.17786	615.336	2058.49	1016.25	241.248	3358.61	125.701	25.5566	21.7229	74	8860	100	
69.0785	8.70279	1144.47	7515.99	1886.33	361.871	9797.66	390.448	45.2994	24.5669	74	10380	100	
60.7166	7.17112	970.837	5868.62	1574.75	324.109	7804.01	306.194	38.7293	23.5724	74	9790	100	
134.291	11.2845	796.171	5170.26	1789.37	355.313	8211.23	306.097	38.6535	25.277	74	10690	100	
89.0171	5.78613	354.273	1125.13	867.72	177.937	2175.16	101.275	22.3044	20.0834	74	8130	100	
54.5074	3.64389	293.914	637.816	645.605	171.952	1457.57	62.2379	18.8543	19.5271	74	7640	100	
20.1938	2.58536	571.066	3089.03	908.504	566.532	4573.92	169.082	26.2128	36.1418	74	7790	100	
56.7821	4.20854	335.568	470.88	622.174	192.184	1296.18	47.763	18.288	20.4604	74	7830	100	
131.143	14.19	1484.4	11459.2	3433.81	459.385	15972.2	670.501	68.6862	27.8205	74	11700	100	
51.5682	3.18954	276.275	757.938	676.353	158.999	1595.96	73.8003	19.4731	19.2688	74	7120	100	
28.7974	2.75958	409.096	1610.62	683.148	194.903	2490.56	100.074	21.5033	20.5884	74	7270	100	
66.4345	4.29251	313.782	870.934	741.281	168.094	1783.19	82.724	20.5279	19.7671	74	7490	100	
107.156	7.72662	576.918	2456.91	1210.04	244.5	3940.54	160.003	27.7485	21.1604	74	9480	100	
102.083	10.1096	999.895	6522.6	1862.17	341.931	8747.21	356.641	42.7133	23.4753	74	10580	100	
66.273	9.54617	1302.48	9321.35	2189.29	413.751	11940.7	479.807	51.8541	25.6269	74	10868	100	
